Starting job 1 at Mo 10. Feb 00:03:44 CET 2025
Configuration: dataset=all_domains_all_samples prompt=markdown_fact_first_few_shot_structured train=markdown_fact_first_few_shot_structured ++train.training_args.per_device_train_batch_size=8 ++train.training_args.gradient_accumulation_steps=2
[2025-02-10 00:04:10,235][root][INFO] - Global seed set to 314
[2025-02-10 00:04:10,237][root][WARNING] - Quantisation will be done on loaded model, THIS IS A QLORA FINE-TUNING RUN
[2025-02-10 00:04:10,237][root][WARNING] - Following flags are set for the run : 
 Use Quantisation before fine-tuning : True 
 Perform Validation on epoch end : False
[2025-02-10 00:04:10,237][root][INFO] - Running Fine-tuning on the all_domains_all_samples dataset
[2025-02-10 00:04:10,237][root][INFO] - Current training config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-10 00:04:10,237][root][INFO] - Loading dataset from /home/fr/fr_fr/fr_rf1031/bar-llama/dataset/seed_dataset/distilled_dataset.json
[2025-02-10 00:04:10,274][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-10 00:04:10,765][root][INFO] - Indexing complete, sampling of questions set to True
[2025-02-10 00:04:10,766][root][INFO] - Questions selected, dataset contains 1512 questions with 216.0 questions per domain
[2025-02-10 00:04:10,798][root][INFO] - Prompt Handler initialized with configuration: {'prompt_type': 'few_shot', 'example_path': '${hydra:runtime.cwd}/prompt/examples/structured_example.json', 'explanation_type': 'structured', 'response_type': 'fact_first', 'response_format': 'markdown', 'store_prompt': True, 'system_prompt': '${hydra:runtime.cwd}/prompt/system_prompt/system_${train.prompt.response_format}_${train.prompt.response_type}_${train.prompt.explanation_type}.txt', 'include_system_prompt': True}
[2025-02-10 00:04:12,077][root][INFO] - Tokenizer meta-llama/Llama-2-7b-hf loaded successfully
[2025-02-10 00:04:41,956][root][INFO] - Quantised model meta-llama/Llama-2-7b-hf loaded successfully
[2025-02-10 00:05:15,818][root][INFO] - Model prepared for kbit training
[2025-02-10 00:05:15,818][root][INFO] - Lora config loaded, following are the details : 
 LoraConfig(peft_type=<PeftType.LORA: 'LORA'>, auto_mapping=None, base_model_name_or_path=None, revision=None, task_type='CAUSAL_LM', inference_mode=False, r=64, target_modules={'q_proj', 'gate_proj', 'k_proj', 'o_proj', 'up_proj', 'down_proj', 'v_proj'}, lora_alpha=32, lora_dropout=0.05, fan_in_fan_out=False, bias='none', use_rslora=False, modules_to_save=None, init_lora_weights=True, layers_to_transform=None, layers_pattern=None, rank_pattern={}, alpha_pattern={}, megatron_config=None, megatron_core='megatron.core', loftq_config={}, use_dora=False, layer_replication=None, runtime_config=LoraRuntimeConfig(ephemeral_gpu_offload=False))
[2025-02-10 00:05:17,518][root][INFO] - Lora adapter added to model
[2025-02-10 00:05:18,939][accelerate.utils.other][WARNING] - Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
[2025-02-11 09:57:36,815][root][INFO] - Saving raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:57:36,821][root][INFO] - Starting parsing of raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:57:36,822][root][ERROR] - |Q. 6||D: Constitutional_law| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,822][root][ERROR] - |Q. 6||D: Constitutional_law| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,822][root][ERROR] - |Q. 6||D: Constitutional_law| Failed to extract Rule_application: 
[2025-02-11 09:57:36,823][root][ERROR] - |Q. 13||D: Constitutional_law| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,823][root][ERROR] - |Q. 13||D: Constitutional_law| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,823][root][ERROR] - |Q. 13||D: Constitutional_law| Failed to extract Rule_application: 
[2025-02-11 09:57:36,823][root][ERROR] - |Q. 27||D: Constitutional_law| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,823][root][ERROR] - |Q. 27||D: Constitutional_law| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,823][root][ERROR] - |Q. 27||D: Constitutional_law| Failed to extract Rule_application: 
[2025-02-11 09:57:36,824][root][ERROR] - |Q. 56||D: Constitutional_law| Failed to extract Legal_conclusion: 
[2025-02-11 09:57:36,825][root][ERROR] - |Q. 83||D: Criminal_law| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,826][root][ERROR] - |Q. 83||D: Criminal_law| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,826][root][ERROR] - |Q. 83||D: Criminal_law| Failed to extract Rule_application: 
[2025-02-11 09:57:36,826][root][ERROR] - |Q. 24||D: Contracts| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,826][root][ERROR] - |Q. 24||D: Contracts| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,826][root][ERROR] - |Q. 24||D: Contracts| Failed to extract Rule_application: 
[2025-02-11 09:57:36,827][root][ERROR] - |Q. 48||D: Contracts| Failed to extract Legal_conclusion: 
[2025-02-11 09:57:36,829][root][ERROR] - |Q. 80||D: Evidence| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,829][root][ERROR] - |Q. 80||D: Evidence| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,829][root][ERROR] - |Q. 80||D: Evidence| Failed to extract Rule_application: 
[2025-02-11 09:57:36,830][root][ERROR] - |Q. 26||D: Civil_procedure| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,830][root][ERROR] - |Q. 26||D: Civil_procedure| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,830][root][ERROR] - |Q. 26||D: Civil_procedure| Failed to extract Rule_application: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 61||D: Civil_procedure| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 61||D: Civil_procedure| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 61||D: Civil_procedure| Failed to extract Rule_application: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 93||D: Civil_procedure| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 93||D: Civil_procedure| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 93||D: Civil_procedure| Failed to extract Rule_application: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 9||D: Property| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 9||D: Property| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,831][root][ERROR] - |Q. 9||D: Property| Failed to extract Rule_application: 
[2025-02-11 09:57:36,832][root][ERROR] - |Q. 30||D: Property| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,832][root][ERROR] - |Q. 30||D: Property| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,832][root][ERROR] - |Q. 30||D: Property| Failed to extract Rule_application: 
[2025-02-11 09:57:36,832][root][ERROR] - |Q. 53||D: Property| Failed to extract Legal_conclusion: 
[2025-02-11 09:57:36,832][root][ERROR] - |Q. 53||D: Property| Failed to extract chosen option: 
[2025-02-11 09:57:36,833][root][ERROR] - |Q. 81||D: Property| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,833][root][ERROR] - |Q. 81||D: Property| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,833][root][ERROR] - |Q. 81||D: Property| Failed to extract Rule_application: 
[2025-02-11 09:57:36,833][root][ERROR] - |Q. 91||D: Property| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,833][root][ERROR] - |Q. 91||D: Property| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,833][root][ERROR] - |Q. 91||D: Property| Failed to extract Rule_application: 
[2025-02-11 09:57:36,834][root][ERROR] - |Q. 100||D: Property| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,834][root][ERROR] - |Q. 100||D: Property| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,834][root][ERROR] - |Q. 100||D: Property| Failed to extract Rule_application: 
[2025-02-11 09:57:36,834][root][ERROR] - |Q. 11||D: Torts| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,834][root][ERROR] - |Q. 11||D: Torts| Failed to extract Fact_analysis: 
[2025-02-11 09:57:36,834][root][ERROR] - |Q. 11||D: Torts| Failed to extract Rule_application: 
[2025-02-11 09:57:36,834][root][ERROR] - |Q. 32||D: Torts| Failed to extract Legal_concept: 
[2025-02-11 09:57:36,835][root][ERROR] - |Q. 57||D: Torts| Failed to extract Legal_conclusion: 
[2025-02-11 09:57:36,837][root][INFO] - Saving parsed outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:57:36,842][root][INFO] - Dumped the response to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:57:36,842][root][INFO] - Saved parsed outputs
[2025-02-11 09:57:36,842][root][INFO] - Saving parsing metadata to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:57:36,843][root][INFO] - Dumped the stats to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:57:36,843][root][INFO] - Saved parsing metadata
[2025-02-11 09:57:36,844][root][INFO] - Metrics will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:57:36,867][root][INFO] - Metrics calculated, saving backup to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 09:57:36,868][root][INFO] - Dumped the metrics to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_2.json
Metrics successfully appended to master CSV.
[2025-02-11 09:57:37,042][root][INFO] - Evaluation completed for markdown_fact_first_few_shot_structured, on test_set_2
[2025-02-11 09:57:37,042][root][INFO] - Summary of metrics : {'label_accuracy': 0.25, 'misclassification_rate': 0.75, 'combined_accuracy': 0.13, 'malformed_label': 1, 'malformed_domain': 42, 'total_predictions': 100, 'correct_predictions': 25, 'correct_label_and_domain': 13, 'Constitutional_Law_accuracy': 0.35714285714285715, 'Contracts_accuracy': 0.13333333333333333, 'Criminal_Law_accuracy': 0.07142857142857142, 'Evidence_accuracy': 0.06666666666666667, 'Real_Property_accuracy': 0.0, 'Torts_accuracy': 0.14285714285714285, 'Civil_Procedure_accuracy': 0.15384615384615385, 'Constitutional_Law_confidence': 0.14, 'Contracts_confidence': 0.13, 'Criminal_Law_confidence': 0.2, 'Evidence_confidence': 0.04, 'Real_Property_confidence': 0.03, 'Torts_confidence': 0.14, 'Civil_Procedure_confidence': 0.04, 'correct_domain_wrong_label': 45, 'correct_label_wrong_domain': 12, 'both_wrong': 30}
Job 1 completed at Di 11. Feb 09:57:40 CET 2025

============================= JOB FEEDBACK =============================

NodeName=uc2n511
Job ID: 25242569
Cluster: uc2
User/Group: fr_rf1031/fr_fr
State: COMPLETED (exit code 0)
Nodes: 1
Cores per node: 10
CPU Utilized: 1-09:44:50
CPU Efficiency: 9.95% of 14-03:04:20 core-walltime
Job Wall-clock time: 1-09:54:26
Memory Utilized: 28.27 GB
Memory Efficiency: 78.52% of 36.00 GB
